Website_ID,Domain,URL_Accessed,Audit_Status,Last_Error,Retry_Count,Audit_Level,Run_ID,Access_Date_UTC,Country_or_Market_Observed,Access_Locale,Browser,Headless_Audit,Cookie_Banner_Present,Banner_Type,Consent_Layer_Depth,CMP_Vendor,CMP_Evidence,IAB_TCF_Mentioned,TCF_Evidence,L1_Evidence_Quote,L1_Screenshot_Ref,L1_Accept_All_Present,L1_Reject_All_Present,L1_Manage_Preferences_Present,Accept_Click_Count,Reject_Click_Count,Manage_Click_Count,EE_Click_Asymmetry_RejectMinusAccept,EE_Hidden_Reject_Path,AE_Accept_Button_Prominence_1to3,AE_Reject_Button_Prominence_1to3,AE_Size_Asymmetry_LargerEqualSmaller,AE_Primary_Action_Is_Accept,L2_Available,L2_Evidence_Quote,L2_Screenshot_Ref,L2_Toggle_Count,L2_Vendor_Count,L2_Text_Word_Count,L2_Information_Density_Score_1to5,L2_Germane_Support_Score_1to5,CL_Toggle_Vendor_Complexity_Index,CL_Germane_Suppression_Indicators,AA_RePrompting_After_Reject,AA_RePrompt_Frequency_Observed,SP_Message_ID,SP_Campaign_ID,SP_Variant_Evidence,OT_Purpose_Count,OT_Vendor_Count,Evidence_JSON_Ref
ACLDP_0849,site-0849.invalid,https://site-0849.invalid,Failed,"Navigation error: Page.goto: Target page, context or browser has been closed",2.0,L1,20260311T033428Z,2026-03-11T03:43:04Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0849.json
ACLDP_0850,site-0850.invalid,https://site-0850.invalid,Failed,"Navigation error: Page.goto: Target page, context or browser has been closed",2.0,L1,20260311T033428Z,2026-03-11T03:43:04Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0850.json
ACLDP_0851,site-0851.invalid,https://site-0851.invalid,Failed,"Navigation error: Page.goto: Target page, context or browser has been closed",2.0,L1,20260311T033428Z,2026-03-11T03:43:04Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0851.json
ACLDP_0852,site-0852.invalid,https://site-0852.invalid,Failed,"Navigation error: Page.goto: Target page, context or browser has been closed",2.0,L1,20260311T033428Z,2026-03-11T03:43:04Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0852.json
ACLDP_0853,site-0853.invalid,https://site-0853.invalid,Failed,"Navigation error: Page.goto: Target page, context or browser has been closed",2.0,L1,20260311T033428Z,2026-03-11T03:43:04Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0853.json
ACLDP_0854,site-0854.invalid,https://site-0854.invalid,Failed,"Navigation error: Page.goto: Target page, context or browser has been closed",2.0,L1,20260311T033428Z,2026-03-11T03:43:04Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0854.json
ACLDP_0855,site-0855.invalid,https://site-0855.invalid,Failed,"Navigation error: Page.goto: Target page, context or browser has been closed",2.0,L1,20260311T033428Z,2026-03-11T03:43:04Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0855.json
ACLDP_0856,site-0856.invalid,https://site-0856.invalid,Completed,,0.0,L1,20260311T020921Z,2026-03-11T02:09:21Z,,en-US,Chromium,Yes,Yes,Modal,1.0,OneTrust,HTML match: /onetrust/,No,,"Request demo FIRST NAME* LAST NAME* COMPANY* JOB TITLE* EMAIL* PHONE NUMBER* - Select - Afghanistan Åland Islands Albania Algeria American Samoa Andorra Angola Anguilla Antarctica Antigua and Barbuda Argentina Armenia Aruba Australia Austria Azerbaijan Bahamas Bahrain Bangladesh Barbados Belarus Belgium Belize Benin Bermuda Bhutan Bolivia Bonaire, Sint Eustatius and Saba Bosnia and Herzegovina Bot...",CookiesConsentDataset/screenshots/ACLDP_0856_L1.png,Yes,No,No,1.0,,,,,3.0,,,1.0,No,,,,,,,,,,1.0,Reload,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0856.json
ACLDP_0857,site-0857.invalid,https://site-0857.invalid,Failed,"Navigation error: Page.goto: Target page, context or browser has been closed",2.0,L1,20260311T033428Z,2026-03-11T03:43:04Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0857.json
ACLDP_0858,site-0858.invalid,https://site-0858.invalid,Failed,"Navigation error: Page.goto: Target page, context or browser has been closed",2.0,L1,20260311T033428Z,2026-03-11T03:43:04Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0858.json
ACLDP_0859,site-0859.invalid,https://site-0859.invalid,Failed,"Navigation error: Page.goto: Target page, context or browser has been closed",2.0,L1,20260311T033428Z,2026-03-11T03:43:04Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0859.json
ACLDP_0860,site-0860.invalid,https://site-0860.invalid,Failed,"Navigation error: Page.goto: Target page, context or browser has been closed",2.0,L1,20260311T033428Z,2026-03-11T03:43:04Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0860.json
ACLDP_0861,site-0861.invalid,https://site-0861.invalid,Failed,"Navigation error: Page.goto: Target page, context or browser has been closed",2.0,L1,20260311T033428Z,2026-03-11T03:43:04Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0861.json
ACLDP_0862,site-0862.invalid,https://site-0862.invalid,Failed,"Navigation error: Page.goto: Target page, context or browser has been closed",2.0,L1,20260311T033428Z,2026-03-11T03:43:04Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0862.json
ACLDP_0863,site-0863.invalid,https://site-0863.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0863.invalid/
Call log:
  - navigating to ""https://site-0863.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T034304Z,2026-03-11T03:43:05Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0863.json
ACLDP_0864,site-0864.invalid,https://site-0864.invalid,Failed,Navigation timeout,2.0,L1,20260311T034304Z,2026-03-11T03:43:05Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0864.json
ACLDP_0865,site-0865.invalid,https://site-0865.invalid,Completed,,0.0,L1,20260311T020921Z,2026-03-11T02:11:07Z,,en-US,Chromium,Yes,No,None,,Unknown,,Yes,HTML match: /tcstring/,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0865.json
ACLDP_0866,site-0866.invalid,https://site-0866.invalid,Completed,,0.0,L1,20260311T020921Z,2026-03-11T02:11:11Z,,en-US,Chromium,Yes,Yes,Modal,1.0,OneTrust,HTML match: /cookiepro/,Yes,HTML match: /tcstring/,"This website uses cookies We use cookies to personalise content and ads, to provide social media features and to analyse our traffic. We also share information about your use of our site with our social media, advertising and analytics partners who may combine it with other information that you’ve provided to them or that they’ve collected from your use of their services. Consent Selection Necessa...",CookiesConsentDataset/screenshots/ACLDP_0866_L1.png,Yes,Yes,No,1.0,1.0,,0.0,0.0,3.0,3.0,Equal,1.0,No,,,,,,,,,,1.0,Reload,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0866.json
ACLDP_0867,site-0867.invalid,https://site-0867.invalid,Completed,,0.0,L1,20260311T020921Z,2026-03-11T02:11:21Z,,en-US,Chromium,Yes,No,None,,OneTrust,HTML match: /onetrust/,Yes,HTML match: /tcstring/,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0867.json
ACLDP_0868,site-0868.invalid,https://site-0868.invalid,Completed,,0.0,L1,20260311T020921Z,2026-03-11T02:11:28Z,,en-US,Chromium,Yes,No,None,,OneTrust,HTML match: /onetrust/,Yes,HTML match: /tcstring/,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0868.json
ACLDP_0869,site-0869.invalid,https://site-0869.invalid,Completed,,0.0,L1,20260311T020921Z,2026-03-11T02:11:32Z,,en-US,Chromium,Yes,Yes,Modal,1.0,OneTrust,HTML match: /onetrust/,No,,"Skip to main content 2,000+ marketers shared how AI is changing the way they work. Read the report. Platform Solutions Resources Enterprise Pricing Log in Sign up AI ENGAGEMENT PLATFORM Build forms at the drop of a prompt Put a seasoned form expert to work with Typeform AI. It structures and designs at your command. Just type to build and edit. See plans Trusted by 95% of the Fortune 500 The form ...",CookiesConsentDataset/screenshots/ACLDP_0869_L1.png,Yes,No,Yes,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,No,,,,,,,,,,1.0,Reload,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0869.json
ACLDP_0870,site-0870.invalid,https://site-0870.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0870.invalid/
Call log:
  - navigating to ""https://site-0870.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T034304Z,2026-03-11T03:43:50Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0870.json
ACLDP_0871,site-0871.invalid,https://site-0871.invalid,Completed,,1.0,L1,20260311T034304Z,2026-03-11T03:43:50Z,,en-US,Chromium,Yes,No,None,,OneTrust,HTML match: /onetrust/,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0871.json
ACLDP_0872,site-0872.invalid,https://site-0872.invalid,Completed,,1.0,L1,20260311T034304Z,2026-03-11T03:43:56Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0872.json
ACLDP_0873,site-0873.invalid,https://site-0873.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0873.invalid/
Call log:
  - navigating to ""https://site-0873.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T034304Z,2026-03-11T03:44:00Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0873.json
ACLDP_0874,site-0874.invalid,https://site-0874.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0874.invalid/
Call log:
  - navigating to ""https://site-0874.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T034304Z,2026-03-11T03:44:00Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0874.json
ACLDP_0875,site-0875.invalid,https://site-0875.invalid,Completed,,0.0,L1,20260311T020921Z,2026-03-11T02:11:52Z,,en-US,Chromium,Yes,No,None,,OneTrust,HTML match: /onetrust/,Yes,HTML match: /tcstring/,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0875.json
ACLDP_0876,site-0876.invalid,https://site-0876.invalid,Completed,,0.0,L1,20260311T020921Z,2026-03-11T02:11:57Z,,en-US,Chromium,Yes,No,None,,OneTrust,HTML match: /onetrust/,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0876.json
ACLDP_0877,site-0877.invalid,https://site-0877.invalid,Completed,,0.0,L1,20260311T020921Z,2026-03-11T02:12:01Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0877.json
ACLDP_0878,site-0878.invalid,https://site-0878.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0878.invalid/
Call log:
  - navigating to ""https://site-0878.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T034304Z,2026-03-11T03:44:00Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0878.json
ACLDP_0879,site-0879.invalid,https://site-0879.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0879.invalid/
Call log:
  - navigating to ""https://site-0879.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T034304Z,2026-03-11T03:44:00Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0879.json
ACLDP_0880,site-0880.invalid,https://site-0880.invalid,Completed,,0.0,L1,20260311T020921Z,2026-03-11T02:12:04Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0880.json
ACLDP_0881,site-0881.invalid,https://site-0881.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0881.invalid/
Call log:
  - navigating to ""https://site-0881.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T034304Z,2026-03-11T03:44:00Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0881.json
ACLDP_0882,site-0882.invalid,https://site-0882.invalid,Completed,,1.0,L1,20260311T034304Z,2026-03-11T03:44:01Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0882.json
ACLDP_0883,site-0883.invalid,https://site-0883.invalid,Completed,,1.0,L1,20260311T034304Z,2026-03-11T03:44:05Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0883.json
ACLDP_0884,site-0884.invalid,https://site-0884.invalid,Completed,,1.0,L1,20260311T034304Z,2026-03-11T03:44:10Z,,en-US,Chromium,Yes,Yes,Banner,1.0,Unknown,,Yes,HTML match: /tcstring/,"Cookie Settings Our website uses some cookies and records your IP address for the purposes of accessibility, security, and managing your access to the telecommunication network. You can disable data collection and cookies by changing your browser settings, but it may affect how this website functions. Learn more With your consent, JetBrains may also use cookies and your IP address to collect indiv...",CookiesConsentDataset/screenshots/ACLDP_0884_L1.png,No,No,No,,,,,,,,,0.0,No,,,,,,,,,,1.0,Reload,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0884.json
ACLDP_0885,site-0885.invalid,https://site-0885.invalid,Completed,,1.0,L1,20260311T034304Z,2026-03-11T03:44:18Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0885.json
ACLDP_0886,site-0886.invalid,https://site-0886.invalid,Completed,,1.0,L1,20260311T034304Z,2026-03-11T03:44:24Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0886.json
ACLDP_0887,site-0887.invalid,https://site-0887.invalid,Completed,,1.0,L1,20260311T034304Z,2026-03-11T03:44:27Z,,en-US,Chromium,Yes,No,None,,OneTrust,HTML match: /onetrust/,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0887.json
ACLDP_0888,site-0888.invalid,https://site-0888.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0888.invalid/
Call log:
  - navigating to ""https://site-0888.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T034304Z,2026-03-11T03:44:35Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0888.json
ACLDP_0889,site-0889.invalid,https://site-0889.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0889.invalid/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://site-0889.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T034304Z,2026-03-11T03:44:35Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0889.json
ACLDP_0890,site-0890.invalid,https://site-0890.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0890.invalid/"" is interrupted by another navigation to ""https://site-0889.invalid/""
Call log:
  - navigating to ""https://site-0890.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T034304Z,2026-03-11T03:44:36Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0890.json
ACLDP_0891,site-0891.invalid,https://site-0891.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0891.invalid/
Call log:
  - navigating to ""https://site-0891.invalid/"", waiting until ""domcontentloaded""",2.0,L1,20260311T034304Z,2026-03-11T03:44:37Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0891.json
ACLDP_0892,site-0892.invalid,https://site-0892.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0892.invalid/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://site-0892.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T034304Z,2026-03-11T03:44:39Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0892.json
ACLDP_0893,site-0893.invalid,https://site-0893.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0893.invalid/"" is interrupted by another navigation to ""https://site-0892.invalid/""
Call log:
  - navigating to ""https://site-0893.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T034304Z,2026-03-11T03:44:40Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0893.json
ACLDP_0894,site-0894.invalid,https://site-0894.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0894.invalid/"" is interrupted by another navigation to ""https://www.site-0023.invalid.br/""
Call log:
  - navigating to ""https://site-0894.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T034304Z,2026-03-11T03:44:41Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0894.json
ACLDP_0895,site-0895.invalid,https://site-0895.invalid,Failed,Navigation timeout,2.0,L1,20260311T034304Z,2026-03-11T03:44:42Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0895.json
ACLDP_0896,site-0896.invalid,https://site-0896.invalid,Completed,,0.0,L1,20260311T020921Z,2026-03-11T02:13:05Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0896.json
ACLDP_0897,site-0897.invalid,https://site-0897.invalid,Completed,,0.0,L1,20260311T020921Z,2026-03-11T02:13:09Z,,en-US,Chromium,Yes,No,None,,Usercentrics,HTML match: /usercentrics/,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0897.json
ACLDP_0898,site-0898.invalid,https://site-0898.invalid,Completed,,0.0,L1,20260311T020921Z,2026-03-11T02:13:13Z,,en-US,Chromium,Yes,Yes,Modal,1.0,OneTrust,HTML match: /cookiepro/,No,,"Download About Premium Help English (US) Log In NEW! Block annoying cookie banners Tired of those frustrating pop-ups about cookies on every website? Start blocking them with Adblock Plus Premium and enjoy a better browsing experience today. Learn More Surf the web with no annoying ads Experience a cleaner, faster web and block annoying ads Acceptable Ads are allowed by default to support websites...",CookiesConsentDataset/screenshots/ACLDP_0898_L1.png,Yes,No,Yes,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,No,,,,,,,,,,1.0,Reload,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0898.json
ACLDP_0899,site-0899.invalid,https://site-0899.invalid,Failed,Navigation timeout,2.0,L1,20260311T034304Z,2026-03-11T03:45:27Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0899.json
ACLDP_0900,site-0900.invalid,https://site-0900.invalid,Failed,"Navigation error: Page.goto: net::ERR_CONNECTION_RESET at https://site-0900.invalid/
Call log:
  - navigating to ""https://site-0900.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T034304Z,2026-03-11T03:46:12Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0900.json
ACLDP_0901,site-0901.invalid,https://site-0901.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0901.invalid/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://site-0901.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T034304Z,2026-03-11T03:46:12Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0901.json
ACLDP_0902,site-0902.invalid,https://site-0902.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0902.invalid/"" is interrupted by another navigation to ""https://site-0901.invalid/""
Call log:
  - navigating to ""https://site-0902.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T034304Z,2026-03-11T03:46:13Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0902.json
ACLDP_0903,site-0903.invalid,https://site-0903.invalid,Failed,"Navigation error: Page.goto: Navigation to ""https://site-0903.invalid/"" is interrupted by another navigation to ""https://playrisite-0060.invalid/""
Call log:
  - navigating to ""https://site-0903.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T034304Z,2026-03-11T03:46:13Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0903.json
ACLDP_0904,site-0904.invalid,https://site-0904.invalid,Failed,"Navigation error: Page.goto: net::ERR_CONNECTION_RESET at https://site-0904.invalid/
Call log:
  - navigating to ""https://site-0904.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T034304Z,2026-03-11T03:46:15Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0904.json
ACLDP_0905,site-0905.invalid,https://site-0905.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0905.invalid/
Call log:
  - navigating to ""https://site-0905.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T034304Z,2026-03-11T03:46:15Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0905.json
ACLDP_0906,site-0906.invalid,https://site-0906.invalid,Failed,"Navigation error: Page.goto: net::ERR_NAME_NOT_RESOLVED at https://site-0906.invalid/
Call log:
  - navigating to ""https://site-0906.invalid/"", waiting until ""domcontentloaded""
",2.0,L1,20260311T034304Z,2026-03-11T03:46:15Z,,en-US,Chromium,Yes,No,None,,,,,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0906.json
ACLDP_0907,site-0907.invalid,https://site-0907.invalid,Completed,,1.0,L1,20260311T034304Z,2026-03-11T03:46:15Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0907.json
ACLDP_0908,site-0908.invalid,https://site-0908.invalid,Completed,,1.0,L1,20260311T034304Z,2026-03-11T03:46:21Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0908.json
ACLDP_0909,site-0909.invalid,https://site-0909.invalid,Completed,,1.0,L1,20260311T034304Z,2026-03-11T03:46:26Z,,en-US,Chromium,Yes,Yes,Banner,1.0,Unknown,,No,,"Para melhorar a sua experiência na plataforma e prover serviços personalizados, utilizamos cookies. Ao aceitar, você terá acesso a todas as funcionalidades do site. Se clicar em ""Rejeitar Cookies"", os cookies que não forem estritamente necessários serão desativados. Para escolher quais quer autorizar, clique em ""Gerenciar cookies"". Saiba mais em nossa Declaração de Cookies. Gerenciar cookies Rejei...",CookiesConsentDataset/screenshots/ACLDP_0909_L1.png,Yes,No,No,1.0,,,,,2.0,,,1.0,No,,,,,,,,,,1.0,Reload,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0909.json
ACLDP_0910,site-0910.invalid,https://site-0910.invalid,Completed,,1.0,L1,20260311T034304Z,2026-03-11T03:46:39Z,,en-US,Chromium,Yes,No,None,,Unknown,,No,,,,No,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,CookiesConsentDataset/evidence_json/ACLDP_0910.json
